,Brand,Variety,Style,Country/Region,Stars,Top Ten
1999,Koyo,Mushroom,Pack,USA,2.75,
2000,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0.0,
2001,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,
2002,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,2012 #7
2003,Pot Noodle,Chinese Chow Mein,Cup,UK,3.0,
2004,Menraku,Tempura Soba,Bowl,Japan,3.75,
2005,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5,
2006,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,
2007,Noah Foods,Phoya Chicken,Bowl,Vietnam,2.0,
2008,Maruchan,Yakisoba Tomato Basil,Tray,USA,3.0,
2009,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25,
2010,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,
2011,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3.0,
2012,Paldo,Gomtang,Cup,South Korea,4.0,
2013,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
2014,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5.0,
2015,Batchelors,Super Noodles To Go Curry,Bowl,UK,4.0,
2016,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,
2017,Yum Yum,Duck,Pack,Thailand,3.25,
2018,Batchelors,Super Noodles Bacon,Pack,UK,4.25,
2019,Sahmyook,Vegetable,Pack,South Korea,3.25,
2020,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4.0,
2021,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3.0,
2022,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,
2023,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,
2024,Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75,
2025,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,
2026,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,
2027,Samyang,60 Ingredients,Cup,South Korea,2.75,
2028,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3.0,
2029,Batchelors,Super Noodles Chicken,Pack,UK,3.25,
2030,Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25,
2031,Mi Sedaap,Supreme Soto,Pack,Indonesia,4.0,
2032,Pot Noodle,Original Curry,Cup,UK,3.75,
2033,Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5.0,
2034,Yum Yum,Vegetable,Pack,Thailand,3.5,
2035,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,
2036,Unox,Good Noodles Chicken,Pack,Holland,3.5,
2037,Menraku,Curry Udon,Bowl,Japan,4.75,
2038,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3.0,
2039,Yum Yum,Chicken,Pack,Thailand,3.5,
2040,Nissin,Top Ramen Chicken,Pack,USA,3.25,
2041,Nissin,Demae Ramen Chicken,Pack,Japan,3.0,
2042,Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5,
2043,Mama,Pad Kee Mao Drunken,Pack,Thailand,2.0,
2044,Ottogi,Yeul Ramyun,Pack,South Korea,4.25,
2045,Wai Wai,Chicken Flavor,Pack,Thailand,0.9,
2046,Mama,Pho Ga,Pack,Thailand,3.1,
2047,Paldo,Gomtang,Pack,South Korea,4.75,
2048,Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25,
2049,Yum Yum,Beef,Pack,Thailand,3.25,
2050,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,
2051,Sapporo Ichiban,Hot Spicy Chicken,Pack,USA,2.0,
2052,Unox,Good Noodles Vegetable,Pack,Holland,3.75,
2053,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,
2054,Annie Chun's,Soy Ginger Ramen,Pack,USA,1.5,
2055,JML,Artificial Spicy Hot Beef,Pack,China,3.75,
2056,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,
2057,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,
2058,Samyang,Hot Beef,Pack,South Korea,4.25,
2059,Menraku,Soy Sauce,Bowl,Japan,4.25,
2060,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,
2061,Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2.0,
2062,Dragonfly,Artificial Chicken,Bowl,China,4.5,
2063,Thai Kitchen,Thai Ginger Rice Noodle,Pack,USA,4.25,
2064,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,
2065,Tradition,Imitation Beef,Cup,USA,2.5,
2066,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3.0,
2067,Dragonfly,Artificial Onion,Bowl,China,4.0,
2068,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,
2069,Menraku,Miso,Bowl,Japan,2.75,
2070,Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,
2071,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4.0,
2072,Samyang,Beef,Cup,South Korea,3.75,
2073,Dragonfly,Artificial Seafood,Bowl,China,3.75,
2074,Nongshim,Oolongmen Beef,Cup,South Korea,2.5,
2075,JML,Artificial Spicy Beef,Pack,China,3.5,
2076,Knorr,Pizza,Pack,Pakistan,3.0,
2077,GreeNoodle,Miso,Pack,Thailand,1.0,
2078,Sunlee,Beef Rice Stick,Bowl,Thailand,2.0,
2079,Nongshim,Neoguri Mild,Pack,South Korea,3.25,
2080,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,
2081,Dragonfly,Artificial Beef,Bowl,China,4.75,
2082,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0.0,
2083,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4.0,
2084,Maruchan,Yakisoba Shrimp,Tray,USA,2.75,
2085,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,
2086,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,
2087,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3.0,
2088,Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75,
2089,JML,Artificial Stew Beef,Pack,China,3.75,
2090,Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5.0,
2091,JML,Stew Pork,Pack,China,3.25,
2092,Kailo,Big Bowl Crab ,Bowl,Hong Kong,3.5,
2093,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,
2094,Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3.0,
2095,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3.0,
2096,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,
2097,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,
2098,Menraku,Shio,Bowl,Japan,4.5,
2099,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,
2100,Thai Kitchen,Mushroom Rice Noodle,Bowl,USA,3.25,
2101,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,
2102,Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,
2103,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3.0,
2104,Annie Chun's,Teriyaki Noodle,Bowl,USA,1.75,
2105,Gefen,Vegetable,Pack,USA,3.25,
2106,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,Vietnam,3.75,
2107,Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,
2108,Thai Kitchen,Spring Onion Rice Noodle,Bowl,USA,3.75,
2109,Koyo,Lemongrass ginger,Pack,USA,1.5,
2110,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,USA,3.25,
2111,Gefen,Chicken,Pack,USA,3.5,
2112,Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,
2113,Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,
2114,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,
2115,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,USA,2.75,
2116,Mama,Vegetable,Pack,Thailand,3.25,
2117,Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3.0,
2118,Nissin,Top Ramen Shrimp,Pack,USA,3.5,
2119,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,
2120,Menraku,Tempura Udon,Bowl,Japan,5.0,
2121,Gefen,Imitation Chicken Vegetarian,Pack,USA,3.0,
2122,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,
2123,Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,
2124,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,
2125,Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,
2126,Koyo,Asian Vegetable,Pack,USA,1.5,
2127,Nongshim,Bowl Noodle Savory Chicken,Bowl,USA,3.25,
2128,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4.0,
2129,Myojo,Ippeichan Soybean Paste,Bowl,Japan,4.0,
2130,Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,
2131,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,
2132,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,
2133,Ve Wong,Little Prince Bacon,Pack,Vietnam,4.75,
2134,Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,Hong Kong,2.25,
2135,iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,
2136,Mr. Udon,Chicken,Pack,South Korea,3.25,
2137,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4.0,
2138,Nongshim,Kalguksoo,Pack,South Korea,4.5,
2139,Ottogi,Spice Seafood,Pack,South Korea,3.75,
2140,Maruchan,Instant Lunch Hot spicy Beef,Cup,USA,2.75,
2141,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3.0,
2142,Samyang,Beef,Bowl,South Korea,3.75,
2143,Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,
2144,Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,
2145,Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,
2146,Mi Sedaap,Kari Spesial,Pack,Indonesia,4.5,2012 #5
2147,Lucky Me!,Supreme Bulalo,Bowl,Philippines,3.25,
2148,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,
2149,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,
2150,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5.0,
2151,Quickchow,Chicken Mami,Pack,Philippines,3.75,
2152,Kamfen,E Menm Chicken,,China,3.75,
2153,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,5.0,
2154,Vifon,Tu quy Chicken,Pack,Vietnam,3.0,
2155,Chikara,Shrimp Udon,Pack,USA,4.5,
2156,Q,Noodle With Sesame Sauce,Pack,Taiwan,3.25,
2157,Noodle Time,Shin Cup,Cup,South Korea,3.0,
2158,Vifon,Mi Lau Thai Thai Stle,Bowl,Vietnam,4.0,
2159,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,
2160,Sapporo Ichiban,Beef Flavorc,Cup,USA,3.5,
2161,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,
2162,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,
2163,Vifon,Tu Quy Spicy Beef,Pack,Vietnam,3.5,
2164,Sapporo Ichiban,Chicken Flavor,Cup,USA,3.75,
2165,Ve Wong,Artificial Classic Beef,Bowl,Taiwan,3.75,
2166,Doll,Artificial Beef Flavor,Pack,Hong Kong,2.5,
2167,Souper,Alimentary Paste Chow Mein,Pack,Taiwan,4.25,
2168,Maruchan,Midori No Tanuki,Bowl,Japan,4.125,
2169,Sunlee,Crab Vermicelli,Bowl,Thailand,3.25,
2170,Lucky Me!,Instant Bulalo Bone Marrow,Pack,Philippines,3.75,
2171,Payless,Instant Mami Chicken,Pack,Philippines,4.0,
2172,Gomex,3 Mien Mi Tom Chua Cay Hot sour Shrimp,Pack,Vietnam,2.25,
2173,Ottogi,Snack Ramyon,Cup,South Korea,3.5,
2174,Vifon,Asian Style Instant Noodles Beef,Pack,Vietnam,3.75,
2175,Ibumie,Harmee Prawn,Pack,Malaysia,3.25,
2176,Vina Acecook,Hao Hao Sate Onion,Pack,Vietnam,3.75,
2177,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,USA,2.25,
2178,Sao Tao,Noodle King Scallop Thick,Bowl,Hong Kong,3.0,
2179,Myojo,Suudon Desse Soy Sauce,Bowl,Japan,4.25,
2180,Nissin,Cup Noodles Seafood Curry,Cup,Hong Kong,4.25,
2181,Paldo,Spicy Seafood,Cup,South Korea,3.75,
2182,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,
2183,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3.0,
2184,Vina Acecook,Bestcook Hot spicy Tom Yum Shrimp,Bowl,Vietnam,4.25,
2185,Ottogi,Jin Ramen (Mild),Cup,South Korea,3.0,
2186,Paldo,Hwa Cup Hot Spicy,Cup,South Korea,3.5,
2187,Kamfen,Dried Mix Noodles XO Sauce,Tray,China,2.0,
2188,Nissin,Yakisoba Noodles Karashi,Tray,Japan,5.0,2012 #3
2189,Myojo,Hyoubanya No Chukasoba Oriental,Pack,Japan,4.25,2012 #6
2190,Menraku,Curry Soba,Bowl,Japan,4.0,
2191,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,
2192,Maruchan,Instant Lunch Cheddar Cheese,Cup,USA,2.75,
2193,Nissin,Bowl Noodles Rich & Savory Beef,Bowl,USA,3.75,
2194,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,USA,0.0,
2195,Ve Wong,Hot Of Hots Artificial Black Peppered Beef,Bowl,Taiwan,1.25,
2196,Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,Japan,4.0,
2197,Lucky Me!,Chicken Na Chicken,Pack,Philippines,2.75,
2198,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,2.5,
2199,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,Vietnam,4.25,
2200,Rhee Bros Assi,Pho Vietnamese Noodle Soup,Tray,South Korea,3.75,
2201,Nissin,Chow Mein Thai Peanut,Tray,USA,2.5,
2202,Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,Taiwan,3.75,
2203,Sau Tao,Ho Fan Abalone Chicken,Bowl,Hong Kong,4.0,
2204,Sau Tao,Noodle King Lobster Thick,Bowl,Hong Kong,2.75,
2205,Vifon,Pho Bo Beef Rice Noodle,Pack,Vietnam,0.5,
2206,Vifon,Asian Style Instant Noodles Shrimp,Pack,Vietnam,3.75,
2207,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.75,
2208,Noodle Time,Spicy Thai,Bowl,Canada,0.5,
2209,Nissin,Chow Noodles Alfredo,Tray,USA,3.75,
2210,Fuku,Superior Soup,Pack,Hong Kong,5.0,
2211,Bon Go Jang,Tofu Udon Dosirak,Tray,South Korea,3.75,
2212,Knorr,Chili Pork,Cup,Thailand,3.5,
2213,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,
2214,Payless,Pancit Shanghai,Pack,Philippines,2.75,
2215,Nissin,Cup Noodles Prawn,Cup,Singapore,3.25,
2216,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,2.5,
2217,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,3.5,
2218,Vina Acecook,Daily Hot & Sour With Shrimp,Pack,Vietnam,4.5,
2219,Tayho,Vermicelli With Pork,Bowl,USA,1.25,
2220,Nissin,Cup Noodles Hearty Chicken,Cup,USA,2.5,
2221,Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,USA,3.75,
2222,Doll,Spicy Artificial Pork,Pack,Hong Kong,3.75,
2223,Payless,Xtra Big Kalamansi Pancit Canton,Pack,Philippines,4.0,
2224,Maruchan,Ramen Noodle Soup Roast Beef,Pack,USA,2.75,
2225,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,2.5,
2226,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,USA,3.0,
2227,Nissin,Top Ramen Chili,Pack,USA,3.25,
2228,Maruchan,Ramen Noodle Soup Chili,Pack,USA,2.75,
2229,Nissin,Top Ramen Picante Beef,Pack,USA,3.0,
2230,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,USA,3.5,
2231,Ottogi,Ramen Bokki,Bowl,South Korea,3.25,
2232,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,
2233,Sunny Maid,Mi Chay Vegetarian,Pack,Taiwan,1.75,
2234,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,
2235,Myojo,Charumera Shoyu,Pack,Japan,3.5,
2236,Paldo,Stirfried Kimchi,Pack,South Korea,3.75,
2237,Super Bihun,Goreng Rice Noodles,Pack,Indonesia,4.5,
2238,Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,
2239,Vina Acecook,Daily Vegetarian,Pack,Vietnam,3.75,
2240,Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4.0,
2241,Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,
2242,Nissin,Big Cup Noodles Chicken,Cup,USA,2.25,
2243,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,USA,5.0,
2244,Six Fortune,Instant Noodles With Soup,Pack,South Korea,3.5,
2245,Goku Uma,Hot & Spicy Beef,Bowl,Japan,3.5,
2246,Nissin,Big Cup Noodles Beef,Cup,USA,2.125,
2247,Nissin,Big Cup Noodles Shrimp,Cup,USA,2.25,
2248,Nongshim,Champong Oriental Noodles,Cup,South Korea,3.75,"
"
2249,Sunlee,Crab Noodle,Bowl,Thailand,4.5,
2250,Vifon,Phu Gia Instant Bean Thread Chicken,Pack,Vietnam,3.25,
2251,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,
2252,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,
2253,Gomex,3 Mien Mi Tom Hum Lobster,Pack,Vietnam,3.5,
2254,Little Cook,TVP Curry Chicken,Bowl,Thailand,4.0,
2255,Mee Jang,Artificial Pork,Bowl,Thailand,3.5,
2256,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,
2257,Ottogi,Jin Ramen (Hot),Cup,South Korea,3.5,
2258,Unif,Shrimp Fish,Bowl,Taiwan,3.75,
2259,Little Cook,TVP Spicy Beef,Bowl,Thailand,4.75,
2260,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,USA,4.0,
2261,Maruchan,Ramen Noodle Soup Oriental,Pack,USA,3.75,
2262,Unif,Super Bowl Artificial Pickled Chilli Beef,Bowl,Taiwan,3.25,
2263,Maruchan,Yakisoba Cheddar Cheese,Tray,USA,4.0,
2264,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,3.5,
2265,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,
2266,Paldo,Dosirac Mushroom,Tray,South Korea,2.5,
2267,Paldo,Dosirac Shrimp,Tray,South Korea,4.25,
2268,Lucky Me!,Supreme Bulalo Artificial Bone Marrow,Bowl,Philippines,1.75,
2269,Vifon,Tasty Mushroom,Pack,Vietnam,2.0,
2270,Lucky Me!,La Paz Batchoy Beef,Pack,Philippines,2.5,
2271,Paldo,Dosirac Beef,Tray,South Korea,3.75,
2272,Tradition,Imitation Chicken Vegetarian,Pack,USA,3.75,
2273,Royal Umbrella,Vegetarian Tom Yum,Cup,Thailand,2.75,
2274,Rhee Bros Assi,Rice Noodle Anchovy Flavor,Tray,South Korea,3.75,
2275,Lucky Me!,Supreme Special Beef Carne De Vaca,Bowl,Philippines,3.75,
2276,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,
2277,Paldo,Dosirac Artificial Chicken,Tray,South Korea,3.25,
2278,Samyang,Bowl Noodle Picante Beef,Bowl,South Korea,3.75,
2279,Dragonfly,Guilin Style Rice Vermicelli,Bowl,China,4.5,
2280,Wu Mu,Steam Spinach Ramen With Onion,Pack,Taiwan,5.0,
2281,Lucky Me!,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,Philippines,3.75,
2282,Nongshim,Hearty Rice Noodle Spicy Veggie Consomme,Pack,South Korea,2.75,
2283,Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,South Korea,3.25,
2284,Nissin,Cup Noodles Crab,Cup,Hong Kong,3.25,
2285,Tablemark,Soybean Paste,Bowl,Japan,4.5,
2286,Paldo,South Korean Seafood,Pack,South Korea,3.75,
2287,Tiger,Onion Flaver Rice Noodle,Bowl,Taiwan,0.0,
2288,Paldo,South Korean U Dong,Pack,South Korea,3.75,
2289,Nongshim,Shin Bowl,Bowl,South Korea,3.0,
2290,Doll,Spicy Artificial Beef,Pack,Hong Kong,3.0,
2291,Paldo,South Korean Broad Noodle,Pack,South Korea,2.0,
2292,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,South Korea,3.25,
2293,Paldo,King Cup Lobster,Cup,South Korea,3.75,
2294,Myojo,Hyoubanya No Yakisoba Oriental,Tray,Japan,4.0,
2295,Doll,Artificial Chicken,Pack,Hong Kong,4.5,2012 #9
2296,Nissin,Cup Noodles Seafood,Cup,Hong Kong,4.5,
2297,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4.0,
2298,Doll,Pickled Vegetable,Pack,Hong Kong,4.25,
2299,Mama,Oriental Kitchen Hot Spicy,Cup,Thailand,3.0,
2300,Rhee Bros Assi,Rice Noodle Katsuo,Tray,South Korea,4.0,
2301,Rhee Bros Assi,Rice Noodles Seafood,Tray,South Korea,3.75,
2302,Fortune,Udon Mushroom,Pack,USA,3.0,
2303,Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,Vietnam,4.0,
2304,Wai Wai,Chili Paste Tom Yum,Pack,Thailand,3.25,
2305,Mama,Cup Shrimp Tom Yum Flavor,Cup,Thailand,3.75,
2306,Ve Wong,Kung Fu Artificial Soybean Paste,Pack,Taiwan,4.0,
2307,Wai Wai,Minced Pork Tom Yum,Pack,Thailand,2.5,
2308,Vina Acecook,Mi Lau Thai Artificial Chicken,Pack,Vietnam,3.5,
2309,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,
2310,Wu Mu,Dried Noodle With BBQ Pork,Pack,Taiwan,2.0,
2311,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,
2312,Nissin,Cup Noodles Spicy Chile Chicken,Cup,USA,3.5,
2313,Mama,Pork,Cup,Thailand,2.0,
2314,Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4.0,
2315,Nissin,Cup Noodles Chicken,Cup,USA,3.5,
2316,Vina Acecook,Hao Hao Sour Hot Shrimp,Pack,Vietnam,3.75,
2317,Nissin,Chow Mein Kung Pao Chicken,Tray,USA,1.5,
2318,Vina Acecook,Daily Beef Ball,Pack,Vietnam,3.75,
2319,Vina Acecook,Oh! Ricey Chicken,Pack,Vietnam,3.75,
2320,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,USA,3.5,
2321,Vina Acecook,Mi Lau Thai Seafood,Pack,Vietnam,4.0,
2322,Royal Umbrella,Tom Yum Shrimp,Cup,Thailand,3.25,
2323,Nissin,Cup Noodles Beef,Cup,USA,3.5,
2324,Nissin,Cup Noodles Shrimp,Cup,USA,3.5,
2325,Mama,Oriental Kitchen Spicy Seafood,Cup,Thailand,3.75,
2326,Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,Vietnam,4.0,
2327,Nongshim,Bowl Noodle Spicy Seafood,Bowl,USA,4.25,
2328,Fortune,Udon Chicken,Pack,USA,3.25,
2329,Fortune,Udon Beef,Pack,USA,3.5,
2330,Wu Mu,Steamed Noodle Sesame Oil,Pack,Taiwan,3.75,
2331,Unif,100 Artificial Spicy Beef,Pack,Taiwan,3.75,
2332,Koka,Tomato,Pack,Singapore,4.75,
2333,Myojo,Udon Mushroom,Pack,Japan,3.0,
2334,Mama,Artificial Pork Jumbo,Pack,Thailand,3.0,
2335,Six Fortune,Broad Noodles,Pack,South Korea,3.75,
2336,Nissin,Karashi Mayo Yakisoba,Tray,Japan,4.75,
2337,Myojo,Udon Hot & Spicy,Pack,Japan,4.5,
2338,Fashion Foods,Tom Klong,Bowl,Thailand,2.0,
2339,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,USA,4.0,
2340,Sanyo Foods,Aunt Mentaiko Durum Spaghetti,Bowl,Japan,4.5,
2341,Ottogi,Ppushu Ppushu Sweet & Sour,Pack,South Korea,1.75,
2342,Nissin,Chow Noodles Tomato Basil,Bowl,USA,4.0,
2343,Koka,Spicy Seafood Marinara,Bowl,Singapore,3.0,
2344,Koka,Spicy Sesame,Pack,Singapore,5.0,
2345,Koka,Curry,Pack,Singapore,4.25,
2346,Myojo,Udon Shrimp,Pack,Japan,3.75,
2347,Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,
2348,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5.0,
2349,Indomie,Onion Chicken,Pack,Indonesia,4.5,
2350,Lucky Me!,Supreme Instant Mami Noodles With Free Crackers,Bowl,Philippines,3.75,
2351,Myojo,Udon Chicken,Pack,Japan,3.75,
2352,Vifon,Pho Ga Instant rice Noodle,Bowl,Vietnam,2.0,
2353,Quickchow,Bihon Guisado Rice Noodle,Pack,Philippines,1.75,
2354,Nissin,Chow Noodles Cheddar Cheese,Tray,USA,4.0,
2355,Ottogi,Snack Ramyon,Pack,South Korea,3.75,
2356,Mama,Instant Bowl Noodles Artificial Pork,Bowl,Thailand,2.75,
2357,Koka,Laksa Singapura,Bowl,Singapore,4.25,
2358,Myojo,Udon Crab,Pack,Japan,3.0,
2359,Nissin,Top Ramen Beef,Pack,USA,3.75,
2360,Wei Lih,Good Good Eat Super Ramen Original,Pack,Taiwan,3.0,
2361,Six Fortune,Tom Yam Instant soup Noodle,Pack,South Korea,2.75,
2362,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,USA,3.0,
2363,Samyang,Bowl Noodle Kimchi,Bowl,South Korea,4.0,
2364,Maruchan,Instant Lunch Roast Chicken Flavor,Cup,USA,2.75,
2365,Maruchan,Yakisoba Chicken,Tray,USA,2.0,
2366,Maruchan,Yakisoba Teriyaki Beef,Tray,USA,2.0,
2367,Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,USA,4.0,
2368,Maruchan,Yakisoba Roast chicken,Tray,USA,3.75,
2369,Vina Acecook,Kingcook Tomato Sauce Pork,Tray,Vietnam,3.5,
2370,Rocket Brand,Satoimo Noodles,Pack,China,2.5,
2371,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,USA,3.0,
2372,Sao Tao,Ramen King Scallop Seafood,Pack,China,4.25,
2373,Sapporo Ichiban,Original Flavor,Pack,USA,3.5,
2374,Bon Go Jang,Deuchi Udon,Bowl,South Korea,3.0,
2375,Sapporo Ichiban,Beef Flavor,Pack,USA,4.5,
2376,Nongshim,Bowl Noodle Spicy Shrimp,Bowl,USA,2.5,
2377,Nongshim,Bowl Noodle Hot & Spicy,Bowl,USA,2.0,
2378,Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,USA,3.25,
